"SEC filings","Address of Headquarters","CIK","GICS Sector","Ticker symbol","Security"
"reports","New York, New York","0000078003","Health Care","PFE","Pfizer Inc."
"reports","San Francisco, California","0001004980","Utilities","PCG","PG&E Corp."
"reports","New York, New York","0001413329","Consumer Staples","PM","Philip Morris International"
"reports","Houston, Texas","0001534701","Energy","PSX","Phillips 66"
"reports","Phoenix, Arizona","0000764622","Utilities","PNW","Pinnacle West Capital"
"reports","Irving, Texas","0001038357","Energy","PXD","Pioneer Natural Resources"
"reports","Stamford, Connecticut","0000078814","Industrials","PBI","Pitney-Bowes"
"reports","Pittsburgh, Pennsylvania","0000713676","Financials","PNC","PNC Financial Services"
"reports","New York, New York","0001037038","Consumer Discretionary","RL","Polo Ralph Lauren Corp."
"reports","Pittsburgh, Pennsylvania","0000079879","Materials","PPG","PPG Industries"
"reports","Allentown, Pennsylvania","0000922224","Utilities","PPL","PPL Corp."
"reports","Danbury, Connecticut","0000884905","Materials","PX","Praxair Inc."
"reports","Providence, Rhode Island","0000759944","Financials","CFG","Citizens Financial Group"
"reports","Norwalk, Connecticut","0001075531","Consumer Discretionary","PCLN","Priceline.com Inc"
"reports","Des Moines, Iowa","0001126328","Financials","PFG","Principal Financial Group"
"reports","Cincinnati, Ohio","0000080424","Consumer Staples","PG","Procter & Gamble"
"reports","Mayfield Village, Ohio","0000080661","Financials","PGR","Progressive Corp."
"reports","San Francisco, California","0001045609","Financials","PLD","Prologis"
"reports","Newark, New Jersey","0001137774","Financials","PRU","Prudential Financial"
"reports","Newark, New Jersey","0000788784","Utilities","PEG","Public Serv. Enterprise Inc."
"reports","Glendale, California","0001393311","Financials","PSA","Public Storage"
"reports","Atlanta, Georgia","0000822416","Consumer Discretionary","PHM","Pulte Homes Inc."
"reports","New York, New York","0000078239","Consumer Discretionary","PVH","PVH Corp."
"reports","Hillsboro, Oregon","0001604778","Information Technology","QRVO","Qorvo"
"reports","Houston, Texas","0001050915","Industrials","PWR","Quanta Services Inc."
"reports","San Diego, California","0000804328","Information Technology","QCOM","QUALCOMM Inc."
"reports","Madison, New Jersey","0001022079","Health Care","DGX","Quest Diagnostics"
"reports","Fort Worth, Texas","0000315852","Energy","RRC","Range Resources Corp."
"reports","Waltham, Massachusetts","0001047122","Industrials","RTN","Raytheon Co."
"reports","San Diego, California","0000726728","Financials","O","Realty Income Corporation"
"reports","Raleigh, North Carolina","0001087423","Information Technology","RHT","Red Hat Inc."
"reports","Tarrytown, New York","0000872589","Health Care","REGN","Regeneron"
"reports","Birmingham, Alabama","0001281761","Financials","RF","Regions Financial Corp."
"reports","Phoenix, Arizona","0001060391","Industrials","RSG","Republic Services Inc"
"reports","Winston-Salem, North Carolina","0001275283","Consumer Staples","RAI","Reynolds American Inc."
"reports","Menlo Park, California","0000315213","Industrials","RHI","Robert Half International"
"reports","Milwaukee, Wisconsin","0001024478","Industrials","ROK","Rockwell Automation Inc."
"reports","Cedar Rapids, Iowa","0001137411","Industrials","COL","Rockwell Collins"
"reports","Sarasota, Florida","0000882835","Industrials","ROP","Roper Industries"
"reports","Pleasanton, California","0000745732","Consumer Discretionary","ROST","Ross Stores"
"reports","Miami, Florida","0000884887","Consumer Discretionary","RCL","Royal Caribbean Cruises Ltd"
"reports","Miami, Florida","0000085961","Industrials","R","Ryder System"
"reports","San Francisco, California","0001108524","Information Technology","CRM","Salesforce.com"
"reports","Cayce, South Carolina","0000754737","Utilities","SCG","SCANA Corp"
"reports","Curaçao, Kingdom of the Netherlands","0000087347","Energy","SLB","Schlumberger Ltd."
"reports","Cincinnati, Ohio","0001430602","Consumer Discretionary","SNI","Scripps Networks Interactive Inc."
"reports","Dublin, Ireland","0001137789","Information Technology","STX","Seagate Technology"
"reports","Elmwood Park, New Jersey","0001012100","Materials","SEE","Sealed Air"
"reports","San Diego, California","0001032208","Utilities","SRE","Sempra Energy"
"reports","Cleveland, Ohio","0000089800","Materials","SHW","Sherwin-Williams"
"reports","Hamilton, Bermuda","0000832988","Consumer Discretionary","SIG","Signet Jewelers"
"reports","Indianapolis, Indiana","0001063761","Financials","SPG","Simon Property Group Inc"
"reports","Woburn, Massachusetts","0000004127","Information Technology","SWKS","Skyworks Solutions"
"reports","New York, New York","0001040971","Financials","SLG","SL Green Realty"
"reports","Orrville, Ohio","0000091419","Consumer Staples","SJM","Smucker (J.M.)"
"reports","Kenosha, Wisconsin","0000091440","Consumer Discretionary","SNA","Snap-On Inc."
"reports","Atlanta, Georgia","0000092122","Utilities","SO","Southern Co."
"reports","Dallas, Texas","0000092380","Industrials","LUV","Southwest Airlines"
"reports","Houston, Texas","0000007332","Energy","SWN","Southwestern Energy"
"reports","Houston, Texas","0001373835","Energy","SE","Spectra Energy Corp."
"reports","New York, New York","0000064040","Financials","SPGI","S&P Global, Inc."
"reports","Little Canada, Minnesota","0000203077","Health Care","STJ","St Jude Medical"
"reports","New Britain, Connecticut","0000093556","Consumer Discretionary","SWK","Stanley Black & Decker"
"reports","Framingham, Massachusetts","0000791519","Consumer Discretionary","SPLS","Staples Inc."
"reports","Seattle, Washington","0000829224","Consumer Discretionary","SBUX","Starbucks Corp."
"reports","Boston, Massachusetts","0000093751","Financials","STT","State Street Corp."
"reports","Lake Forest, Illinois","0000861878","Industrials","SRCL","Stericycle Inc"
"reports","Kalamazoo, Michigan","0000310764","Health Care","SYK","Stryker Corp."
"reports","Atlanta, Georgia","0000750556","Financials","STI","SunTrust Banks"
"reports","Mountain View, California","0000849399","Information Technology","SYMC","Symantec Corp."
"reports","Stamford, Connecticut","0001601712","Financials","SYF","Synchrony Financial"
"reports","Houston, Texas","0000096021","Consumer Staples","SYY","Sysco Corp."
"reports","Baltimore, Maryland","0001113169","Financials","TROW","T. Rowe Price Group"
"reports","Minneapolis, Minnesota","0000027419","Consumer Discretionary","TGT","Target Corp."
"reports","Schaffhausen, Switzerland","0001385157","Information Technology","TEL","TE Connectivity Ltd."
"reports","McLean, Virginia","0000039899","Consumer Discretionary","TGNA","Tegna"
"reports","Miamisburg, Ohio","0000816761","Information Technology","TDC","Teradata Corp."
"reports","San Antonio, Texas","0000050104","Energy","TSO","Tesoro Petroleum Co."
"reports","Dallas, Texas","0000097476","Information Technology","TXN","Texas Instruments"
"reports","Providence, Rhode Island","0000217346","Industrials","TXT","Textron Inc."
"reports","Pleasanton, California","0000711404","Health Care","COO","The Cooper Companies"
"reports","Hershey, Pennsylvania","0000047111","Consumer Staples","HSY","The Hershey Company"
"reports","New York, New York","0000086312","Financials","TRV","The Travelers Companies Inc."
"reports","Waltham, Massachusetts","0000097745","Health Care","TMO","Thermo Fisher Scientific"
"reports","New York, New York","0000098246","Consumer Discretionary","TIF","Tiffany & Co."
"reports","New York, New York","0001105705","Consumer Discretionary","TWX","Time Warner Inc."
"reports","Framingham, Massachusetts","0000109198","Consumer Discretionary","TJX","TJX Companies Inc."
"reports","McKinney, Texas","0000320335","Financials","TMK","Torchmark Corp."
"reports","Columbus, Georgia","0000721683","Information Technology","TSS","Total System Services"
"reports","Brentwood, Tennessee","0000916365","Consumer Discretionary","TSCO","Tractor Supply Company"
"reports","Cleveland, Ohio","0001260221","Industrials","TDG","TransDigm Group"
"reports","Vernier, Switzerland","0001451505","Energy","RIG","Transocean"
"reports","Newton, Massachusetts","0001526520","Consumer Discretionary","TRIP","TripAdvisor"
"reports","New York, New York","0001308161","Consumer Discretionary","FOXA","Twenty-First Century Fox Class A"
"reports","New York, New York","0001308161","Consumer Discretionary","FOX","Twenty-First Century Fox Class B"
"reports","Springdale, Arkansas","0000100493","Consumer Staples","TSN","Tyson Foods"
"reports","Highlands Ranch, Colorado","0000074208","Financials","UDR","UDR Inc"
"reports","Bolingbrook, Illinois","0001403568","Consumer Discretionary","ULTA","Ulta Salon Cosmetics & Fragrance Inc"
"reports","Minneapolis, Minnesota","0000036104","Financials","USB","U.S. Bancorp"
"reports","Baltimore, Maryland","0001336917","Consumer Discretionary","UA","Under Armour"
"reports","Baltimore, Maryland","0001336917","Consumer Discretionary","UA.C","Under Armour"
"reports","Omaha, Nebraska","0000100885","Industrials","UNP","Union Pacific"
"reports","Chicago, Illinois","0000100517","Industrials","UAL","United Continental Holdings"
"reports","Minnetonka, Minnesota","0000731766","Health Care","UNH","United Health Group Inc."
"reports","Atlanta, Georgia","0001090727","Industrials","UPS","United Parcel Service"
"reports","Stamford, Connecticut","0001067701","Industrials","URI","United Rentals, Inc."
"reports","Hartford, Connecticut","0000101829","Industrials","UTX","United Technologies"
"reports","King of Prussia, Pennsylvania","0000352915","Health Care","UHS","Universal Health Services, Inc."
"reports","Chattanooga, Tennessee","0000005513","Financials","UNM","Unum Group"
"reports","Philadelphia, Pennsylvania","0000912615","Consumer Discretionary","URBN","Urban Outfitters"
"reports","Greensboro, North Carolina","0000103379","Consumer Discretionary","VFC","V.F. Corp."
"reports","San Antonio, Texas","0001035002","Energy","VLO","Valero Energy"
"reports","Palo Alto, California","0000203527","Health Care","VAR","Varian Medical Systems"
"reports","Chicago, Illinois","0000740260","Financials","VTR","Ventas Inc"
"reports","Dulles, Virginia","0001014473","Information Technology","VRSN","Verisign Inc."
"reports","Jersey City, New Jersey","0001442145","Industrials","VRSK","Verisk Analytics"
"reports","New York, New York","0000732712","Telecommunications Services","VZ","Verizon Communications"
"reports","Cambridge, Massachusetts","0000875320","Health Care","VRTX","Vertex Pharmaceuticals Inc"
"reports","New York, New York","0001339947","Consumer Discretionary","VIAB","Viacom Inc."
"reports","San Francisco, California","0001403161","Information Technology","V","Visa Inc."
"reports","New York, New York","0000899689","Financials","VNO","Vornado Realty Trust"
"reports","Birmingham, Alabama","0001396009","Materials","VMC","Vulcan Materials"
"reports","Bentonville, Arkansas","0000104169","Consumer Staples","WMT","Wal-Mart Stores"
"reports","Deerfield, Illinois","0001618921","Consumer Staples","WBA","Walgreens Boots Alliance"
"reports","Burbank, California","0001001039","Consumer Discretionary","DIS","The Walt Disney Company"
"reports","Houston, Texas","0000823768","Industrials","WM","Waste Management Inc."
"reports","Milford, Massachusetts","0001000697","Health Care","WAT","Waters Corporation"
"reports","San Francisco, California","0000072971","Financials","WFC","Wells Fargo"
"reports","Toledo, Ohio","0000766704","Financials","HCN","Welltower Inc."
"reports","Irvine, California","0000106040","Information Technology","WDC","Western Digital"
"reports","Englewood, Colorado","0001365135","Information Technology","WU","Western Union Co"
"reports","Richmond, Virginia","0001636023","Materials","WRK","Westrock Co"
"reports","Federal Way, Washington","0000106535","Financials","WY","Weyerhaeuser Corp."
"reports","Benton Harbor, Michigan","0000106640","Consumer Discretionary","WHR","Whirlpool Corp."
"reports","Austin, Texas","0000865436","Consumer Staples","WFM","Whole Foods Market"
"reports","Tulsa, Oklahoma","0000107263","Energy","WMB","Williams Cos."
"reports","London, United Kingdom","0001140536","Financials","WLTW","Willis Towers Watson"
"reports","Milwaukee, Wisconsin","0000783325","Utilities","WEC","Wisconsin Energy Corporation"
"reports","Parsippany, New Jersey","0001361658","Consumer Discretionary","WYN","Wyndham Worldwide"
"reports","Las Vegas, Nevada","0001174922","Consumer Discretionary","WYNN","Wynn Resorts Ltd"
"reports","Minneapolis, Minnesota","0000072903","Utilities","XEL","Xcel Energy Inc"
"reports","Norwalk, Connecticut","0000108772","Information Technology","XRX","Xerox Corp."
"reports","San Jose, California","0000743988","Information Technology","XLNX","Xilinx Inc"
"reports","Hamilton, Bermuda","0000875159","Financials","XL","XL Capital"
"reports","White Plains, New York","0001524472","Industrials","XYL","Xylem Inc."
"reports","Sunnyvale, California","0001011006","Information Technology","YHOO","Yahoo Inc."
"reports","Louisville, Kentucky","0001041061","Consumer Discretionary","YUM","Yum! Brands Inc"
"reports","Warsaw, Indiana","0001136869","Health Care","ZBH","Zimmer Biomet Holdings"
"reports","Salt Lake City, Utah","0000109380","Financials","ZION","Zions Bancorp"
"reports","Florham Park, New Jersey","0001555280","Health Care","ZTS","Zoetis"
