id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
158946,54304,smartrent,usa,$0.56 b,,,,,,,,$2.84,,,,jm family enterprises,usa,,1968,,not found,,brent burns,16300 million usd,,,,,,0
149377,8214,china cloud,china,,,,hardware,,,,,,wuxi,,,medbanks,china,7693,,,,,,,,,,,,0
103846,13502,maia biotechnology,usa,$36.44 m,,,,,,,,$3.33,,,,exelixis,usa,,,,,,,,,17,,,,0
158993,88590,solo brands,usa,$0.26 b,,,,,,,,$4.22,,,,planet13,usa,,,,,,,,,$1.00,,,,0
143587,102956,chehaoduo,china,,2015,,ecommerce directtoconsumer,,,,,,beijing,,,friendtimes,china,$0.27 b,,,,,,,,$0.13,,,,0
162869,56075,mgm resorts,usa,$14.99 b,,,,,,,,$39.05,,,,cadence bancorporation,usa,,1885,,financial services banking services,,not found,1183 million usd,,,,,,0
83220,57403,the trade desk,usa,,,,,,,,,$47.03,,,,progyny,usa,,2008,,healthcare healthcare service healthcare technology and information,,not found,500 million usd,,,,,,0
101161,86914,knowles,usa,$1.51 b,,,,,,,,$16.71,,,,orion engineered carbons,usa,,,,,,,,,$19.75,,,,0
165435,56334,dr lal pathlabs,india,$2.14 b,,,,,,,,$25.92,,,,vodafone idea limited,india,,2018,,telecom mobile services internet providers fixed line service,,not found,4819 million usd,,,,,,0
157989,21672,tattooed chef,usa,$0.12 b,,,,,,,,$1.50,,,,flexsteel industries,usa,$79.15 m,,,,,,,,$15.01,,,,0
112952,112026,lmp automotive holdings,usa,$81.7 m,,,,,,,,$7.49,,,,pediatrix medical group,usa,$1.26 b,,,,,,,,$15.20,,,,0
167162,162285,alta equipment group,usa,$0.51 b,,,,,,,,$15.97,,,,paccar,usa,$34.49 b,,,,,,,,$99.19,,,,0
6769,4076,srf,india,8.005 billion usd,,,,,,,,,,,,indian railway finance corporation limited,india,4.217 billion usd,,,,,,,,,,,,0
101562,9197,eckert & ziegler,germany,$1.11 b,,,,,,,,$53.15,,,,morphosys ag,germany,2.013 billion usd,,,,,,,,,,,,0
73120,68259,otl - online trainer,germany,,2015,,,health,,6607564,,,,,,careful-service,germany,,2014,,,health,,,,,,,,0
59440,15235,commscope holding company,usa,,1976,,technology communications equipment,,not found,8586 million usd,,,,,,delek us,usa,,,,,,,,,24,,,,0
156353,23227,treace medical concepts,usa,$1.46 b,,,,,,,,$26.35,,,,napco security technologies,usa,$0.95 b,,,,,,,,$25.92,,,,0
85970,8056,kingnet network,china,,,,,,,,,$1.13,,,,gosuncn technology group,china,1.069 billion usd,,,,,,,,,,,,0
158006,783,yunji,china,$0.12 b,,,,,,,,$0.60,,,,goertek,china,24.526 billion usd,,,,,bin jiang,,,,,,,0
152593,103036,mdc holdings,usa,$2.61 b,,,,,,,,$36.68,,,,planet13,usa,$0.24 b,,,,,,,,$1.11,,,,0
167675,114304,daseke,usa,$0.28 b,,,,,,,,$6.30,,,,clear channel outdoor,usa,$0.71 b,,,,,,,,$1.51,,,,0
169781,99262,kubota corp,japan,,,,farm heavy construction machinery,industrials,,,6326,,,,,ibiden,japan,$5.60 b,,,,,,,,$39.92,,,,0
28162,12773,property data bank,japan,,2000,64.0,technology,,,16.95,,,,,,suntory,japan,,,,,,,,,33,,,,0
84800,23522,assai atacadista,brazil,,,,,,,,,$19.50,,,,3r petroleum,brazil,$1.29 b,,,,,,,,$6.40,,,,0
97384,25840,mckesson,usa,$52.79 b,,,,,,,,$372.31,,,,targa resources,usa,$15.52 b,,,,,,,,$68.57,,,,0
161893,156529,amd,usa,$112.97 b,,,,,,,,$70.07,,,,opal fuels,usa,$1.21 b,,,,,,,,$6.99,,,,0
101334,100701,aether industries,india,$1.33 b,,,,,,,,$10.74,,,,fine organics,india,$2.15 b,,,,,,,,$70.23,,,,0
86046,25646,mgp ingredients,usa,,,,,,,,,$104.56,,,,equitable holdings,usa,$11.35 b,,,,,,,,$30.69,,,,0
115342,26590,csw industrials,usa,$1.89 b,,,,,,,,$122.36,,,,nvidia,usa,$401.71 b,,,,,,,,$161.20,,,,0
84977,3629,parsons,usa,,,,,,,,,$44.82,,,,onto innovation,usa,3.652 billion usd,,,,,,,,,,,,0
111856,103038,appian,usa,$2.80 b,,,,,,,,$38.61,,,,southern states bancshares,usa,$0.24 b,,,,,,,,$28.05,,,,0
166858,88085,mediaalpha,usa,$0.69 b,,,,,,,,$11.47,,,,alpine immune sciences,usa,,,,,,,,,$8.75,,,,0
162643,456,j. b. hunt,usa,$19.61 b,,,,,,,,$189.10,,,,msci,usa,52.316 billion usd,,,,,henry a. fernandez,,,,,,,0
165224,158402,rogers corporation,usa,$2.50 b,,,,,,,,$132.98,,,,luna innovations,usa,$0.31 b,,,,,,,,$9.41,,,,0
170957,8129,cgn power co. ltd,china,$19.25 b,,,utilitiesindependent power producers,utilities,,,003816,,,,,bordrin,china,7693,,,,,,,,,,,,0
165315,110848,nexpoint residential,usa,$2.35 b,,,,,,,,$45.57,,,,hilton worldwide,usa,$38.24 b,,,,,,,,$141.42,,,,0
166801,103726,hanger,usa,$0.73 b,,,,,,,,$18.72,,,,vtv therapeutics,usa,$59.48 m,,,,,,,,$0.73,,,,0
61300,24783,liberty braves group,usa,,not found,,communication services entertainment media,,not found,568 million usd,,,,,,maximus,usa,$4.23 b,,,,,,,,$69.61,,,,0
156524,2936,huya,china,$1.22 b,,,,,,,,$5.11,,,,fangda carbon new material technology,china,6.862 billion usd,,,,,,,,,,,,0
165320,13236,globalstar,usa,$2.34 b,,,,,,,,$1.30,,,,first industrial realty trust,usa,,,,,,,,,49,,,,0
100817,85072,rocket lab,usa,$1.94 b,,,,,,,,$4.12,,,,hancock whitney,usa,,,,,,,,,$50.97,,,,0
120175,71192,"ashly audio, inc.",united states,,,,,,,,,,webster,847 holt rd,,albertsons,united states,$15.57 b,,,,,,,,,,,,0
16797,12046,bionano genomics,usa,,,,,,,,,1,,,,firstenergy,usa,,,,,,,,,42,,,,0
99502,6808,coca-cola consolidated,usa,$4.78 b,,,,,,,,$510.98,,,,weatherford international plc,usa,1.105 billion usd,,,,,,,,,,,,0
83755,24709,chesapeake energy,usa,,,,,,,,,$91.21,,,,cvb financial,usa,$3.81 b,,,,,,,,$27.30,,,,0
21981,20221,whole earth brands,usa,$0.17 b,,,,,,,,$4.21,,,,boston beer company,usa,$4.41 b,,,,,,,,$359.02,,,,0
169494,109963,public service enterprise group incorporated,united states,,,,utilitiesdiversified,utilities,,,peg,,,,,ball corporation,united states,$29.40 b,1880,24300.0,packaging containers,consumer discretionary,mr. john a. hayes,,bll,,,,,0
59737,23772,biocryst pharmaceuticals,usa,,1986,,healthcare pharmaceutical healthcare products biotechnology technology,,not found,157 million usd,,,,,,day one biopharmaceuticals,usa,$1.61 b,,,,,,,,$22.00,,,,0
20989,16911,annexon,usa,$0.25 b,,,,,,,,$5.41,,,,huuuge,usa,,,,,,,,,5,,,,0
153426,6433,watts water technologies,usa,$5.24 b,,,,,,,,$157.42,,,,xenia hotels & resorts,usa,1.986 billion usd,,,,,,,,,,,,0
56427,8446,rayonier,usa,,1926,,real estate consumer services wood products property investments,,not found,1109 million usd,,,,,,"indie semiconductor, inc.",usa,1.314 billion usd,,,,,,,,,,,,0
157357,87614,ozon,usa,,,,,,,,,,,,,kaman,usa,,,,,,,,,$23.48,,,,0
30906,30741,pitchup.com,united kingdom,,2008,10.0,travel leisure,,,3.79,,,,,,sian wholesale,united kingdom,,2003,30.0,personal household goods,,,46.00,,,,,,0
111364,13212,conagra brands,usa,$18.26 b,,,,,,,,$38.12,,,,assurant,usa,,,,,,,,,129,,,,0
73184,31011,dw trans,france,,2012,,,transport,,9485173,,,,,,sellsy,france,,2009,69.0,technology,,,4.59,,,,,,0
167958,56717,citius pharmaceuticals,usa,$0.20 b,,,,,,,,$1.38,,,,navistar international corporation,usa,,1986,,industries automobile capital goods heavy machinery trucks bus manufacturing engines manufacturing,,not found,not found,,,,,,0
115052,3344,amplitude,usa,$1.48 b,,,,,,,,$13.16,,,,sofi,usa,3190,,,,,,,,,,,,0
153190,55906,tmbthanachart bank (ttb),thailand,$4.19 b,,,,,,,,$0.04000,,,,central pattana public company,thailand,,1980,,real estate property investments construction commercial properties investments hotels,,not found,708 million usd,,,,,,0
103903,24098,nanthealth,usa,$27.18 m,,,,,,,,$0.24,,,,kennedy wilson,usa,$2.21 b,,,,,,,,$16.05,,,,0
23999,15657,mercury general,usa,$1.99 b,,,,,,,,$36.10,,,,heartland express,usa,,,,,,,,,16,,,,0
9208,3958,just group plc,uk,1.346 billion usd,,,,,,,,,,,,man group,uk,4.300 billion usd,,,,,,,,,,,,0
97173,55014,netflix,usa,$141.44 b,,,,,,,,$317.83,,,,watsco,usa,,1956,,industries home appliances air conditioners heating equipment refrigerators,,not found,6280 million usd,,,,,,0
117829,71358,cnx resources corporation,united states,,,,,,,,,,canonsburg,1000 consol energy dr ste 400,,jackson financial,united states,$3.93 b,,,,,,,,,,,,0
170485,55015,"tokio marine holdings, inc.",japan,$36.99 b,,,insuranceproperty casualty,financials,,,8766,,,,,nitto denko corporation,japan,,1918,,basic materials chemicals,,not found,6228 million usd,,,,,,0
162469,4271,veeva systems,usa,$25.28 b,,,,,,,,$162.44,,,,cargurus,usa,3.566 billion usd,,,,,,,,,,,,0
154320,151477,huazhu hotels,china,$14.42 b,,,,,,,,$45.45,,,,china minsheng banking,china,25.65 billion usd,1996.0,59262.0,,,zheng wanchun,,,,,,,0
111899,102455,sprinklr,usa,$2.29 b,,,,,,,,$8.79,,,,hudson technologies,usa,$0.49 b,,,,,,,,$11.08,,,,0
133353,70661,huntsman,united states,,1970,9000.0,chemicals,,peter r. huntsman,$8.5b,,,,,,jpmorgan chase,united states,$374.45 b,,,,,,,,,,,,0
17583,117,startek,usa,,,,,,,,,4,,,,boeing company,usa,128.660 billion usd,,,,,,,,,,,,0
113415,58256,alembic limited,india,$0.22 b,,,,,,,,$0.88,,,,oil india,india,,1959,,energy oil and gas,,not found,3725 million usd,,,,,,0
53921,20606,arthur j. gallagher,usa,,1927,,financial services insurance,,patrick gallagher,8209 million usd,,,,,,xpel,usa,$1.84 b,,,,,,,,$66.89,,,,0
59142,17913,gabelli dividend & income trust,usa,,not found,,financial services asset management,,not found,561 million usd,,,,,,co-diagnostics,usa,,,,,,,,,3,,,,0
112909,1712,radio city,india,$67 m,,,,,,,,$0.19,,,,sbi cards and payment services limited,india,14.840 billion usd,,,,,,,,,,,,0
116644,109639,corporation service company,united states,,,,,,,,,,wilmington,251 little falls dr,,ergo science corp,united states,$55.23 b,,,staffing employment services,industrials,,,ergn,,,,,0
101880,18416,bain capital,usa,$0.84 b,,,,,,,,$13.02,,,,bio-key international,usa,,,,,,,,,1,,,,0
166720,114014,expensify,usa,$0.78 b,,,,,,,,$9.47,,,,circor international,usa,$0.50 b,,,,,,,,$24.82,,,,0
97868,3615,quanta services,usa,$21.73 b,,,,,,,,$152.09,,,,varonis systems,usa,7.378 billion usd,,,,,,,,,,,,0
89239,5384,vapotherm,usa,,,,,,,,,$1.95,,,,momentive global inc.,usa,2.876 billion usd,,,,,,,,,,,,0
114330,56409,amc networks,usa,$0.73 b,,,,,,,,$17.11,,,,coca-cola consolidated,usa,,1902,,consumer defensive nonalcoholic beverages beverages,,not found,5562 million usd,,,,,,0
159241,21533,redfin,usa,$0.68 b,,,,,,,,$6.34,,,,izea worldwide,usa,$41.25 m,,,,,,,,$0.66,,,,0
88708,5126,cleanspark,usa,,,,,,,,,$2.58,,,,mantech international corporation,usa,3.221 billion usd,,,,,,,,,,,,0
103758,16148,biolargo,usa,$52.64 m,,,,,,,,$0.19,,,,proterra,usa,,,,,,,,,4,,,,0
112711,15689,aprea therapeutics,usa,$25.95 m,,,,,,,,$0.49,,,,imago biosciences,usa,,,,,,,,,36,,,,0
148625,71270,aurora solar,united states,,,,internet software services,,,,,,san francisco,,,warner bros. discovery,united states,$49.91 b,,,,,,,,,,,,0
89228,16166,virtra,usa,,,,,,,,,$5.02,,,,redwood trust,usa,,,,,,,,,7,,,,0
97549,14526,las vegas sands,usa,$37.25 b,,,,,,,,$48.75,,,,american eagle outfitters,usa,,,,,,,,,15,,,,0
166195,156232,guess,usa,$1.22 b,,,,,,,,$22.43,,,,proassurance,usa,$1.01 b,,,,,,,,$18.78,,,,0
167479,87089,rayonier advanced materials,usa,$0.36 b,,,,,,,,$5.68,,,,first watch restaurant,usa,,,,,,,,,$16.08,,,,0
11788,11392,sika,switzerland,,,,,,,,,249,,,,novartis,switzerland,,,,,,,,,92,,,,0
87610,58487,gujarat alkalies and chemicals,india,,,,,,,,,$9.00,,,,corporation bank,india,,not found,,financial services banking services,,not found,2103 million usd,,,,,,0
84462,26164,ingredion,usa,,,,,,,,,$100.15,,,,oneok,usa,$28.53 b,,,,,,,,$63.85,,,,0
62533,4499,beijing ctrowell technology corporation,china,,not found,,technology technology hardware and instruments,,not found,not found,,,,,,bank of suzhou,china,3.445 billion usd,,,,,,,,,,,,0
15605,4343,ourpalm,china,,,,,,,,,0,,,,zhe jiang hai liang co. ltd,china,3.316 billion usd,,,,,,,,,,,,0
14757,8656,matson,usa,,,,,,,,,64,,,,andersons,usa,1.011 billion usd,,,,,,,,,,,,0
158127,153158,atomera,usa,$0.16 b,,,,,,,,$6.81,,,,yeti holdings,usa,$3.78 b,,,,,,,,$43.94,,,,0
59348,53374,urban edge properties,usa,,2015,,real estate financial services investments property investments,,not found,425 million usd,,,,,,intuit,usa,,1983,,technology software and it software products,,suzanne nora johnson,12726 million usd,,,,,,0
23659,8720,cinemark theatres,usa,$1.44 b,,,,,,,,$12.02,,,,1st source corporation,usa,1.175 billion usd,,,,,,,,,,,,0
56071,1074,lepu medical technology (beijing),china,,1999,,healthcare medical equipment healthcare products,,not found,1551 million usd,,,,,,wens foodstuff group,china,12.581 billion usd,,,,,,,,,,,,0
116238,99091,first interstate bancsystem,usa,$3.95 b,,,,,,,,$37.91,,,,agree realty,usa,$6.33 b,,,,,,,,$71.23,,,,0
84521,20355,corporate office properties trust,usa,,,,,,,,,$27.99,,,,advanced energy,usa,$3.36 b,,,,,,,,$89.89,,,,0
86538,59979,chimera investment corporation,usa,,,,,,,,,$6.84,,,,impinj,usa,,2000,,technology capital goods communications equipment,,not found,190 million usd,,,,,,0
112479,87958,ampio pharmaceuticals,usa,$4.07 m,,,,,,,,$0.27,,,,marine products corporation,usa,,,,,,,,,$13.61,,,,0
99250,88990,woodward,usa,$5.68 b,,,,,,,,$95.11,,,,barnes & noble education,usa,,,,,,,,,$2.11,,,,0
87196,16151,proassurance,usa,,,,,,,,,$18.92,,,,republic bank,usa,,,,,,,,,42,,,,0
148762,61494,xinchao media,china,,,,internet software services,,,,,,chengdu,,,luojilab,china,,2012,,not found,,not found,not found,,,,,,0
18099,14318,american virtual cloud,usa,,,,,,,,,1,,,,eastern bankshares,usa,,,,,,,,,18,,,,0
99358,85632,exponent,usa,$5.30 b,,,,,,,,$104.71,,,,liberty energy,usa,,,,,,,,,$16.59,,,,0
115004,114101,goosehead insurance,usa,$1.42 b,,,,,,,,$36.66,,,,diamond hill investment group,usa,$0.56 b,,,,,,,,$186.29,,,,0
102536,23412,doubledown interactive,usa,$0.45 b,,,,,,,,$9.20,,,,compass,usa,$1.14 b,,,,,,,,$2.64,,,,0
57533,22875,livent corporation,usa,,2018,,basic materials chemicals,,not found,420 million usd,,,,,,barrett business services,usa,$0.66 b,,,,,,,,$95.57,,,,0
23462,3650,tg therapeutics,usa,$1.20 b,,,,,,,,$8.31,,,,schneider national,usa,4.004 billion usd,,,,,,,,,,,,0
163608,155250,procore,usa,$7.35 b,,,,,,,,$53.31,,,,yum! brands,usa,$36.76 b,,,,,,,,$130.52,,,,0
90800,71507,csx corporation,united states,,,,,industrials,,,csx,,,,,moody's,united states,$59.77 b,,,,,,,,,,,,0
155909,83694,yext,usa,$0.81 b,,,,,,,,$6.70,,,,aspentech,usa,,,,,,,,,$200.74,,,,0
9140,8826,hunan jiudian pharmaceutical,china,0.950 billion usd,,,,,,,,,,,,jiangxi ganyue expressway,china,1.202 billion usd,,,,,,,,,,,,0
119123,90900,sony music entertainment,united states,,,,,,,,,,new york,25 madison ave,,ameren corporation,united states,,,,,utilities,,,aee,,,,,0
166377,154917,american well,usa,$1.04 b,,,,,,,,$3.79,,,,keysight,usa,$33.60 b,,,,,,,,$187.97,,,,0
104061,12338,chembio diagnostics,usa,$11.74 m,,,,,,,,$0.32,,,,jacobs engineering,usa,,,,,,,,,129,,,,0
167588,15393,remedy entertainment,finland,$0.32 b,,,,,,,,$23.84,,,,vaisala,finland,,,,,,,,,42,,,,0
26217,9782,ametek,usa,$32.26 b,,,,,,,,$140.48,,,,"hydrofarm holdings group, inc.",usa,2.221 billion usd,,,,,,,,,,,,0
163159,84593,regency centers,usa,$11.05 b,,,,,,,,$64.35,,,,axalta,usa,,,,,,,,,$27.27,,,,0
166163,15449,safety insurance,usa,$1.25 b,,,,,,,,$85.06,,,,ltc properties,usa,,,,,,,,,36,,,,0
87824,53322,nuvation bio,usa,,,,,,,,,$2.43,,,,cisco systems,usa,,1984,,technology network hardware and software telecom equipment internet of things computers hardware software and it communications equipment,,chuck robbins,51557 million usd,,,,,,0
88347,55908,f45 training,usa,,,,,,,,,$3.04,,,,alaska air group,usa,,1985,,industries aviation airlines transportation,,not found,6176 million usd,,,,,,0
87869,2755,hillevax,usa,,,,,,,,,$15.25,,,,eagle materials,usa,6.578 billion usd,,,,,,,,,,,,0
87172,13199,synthomer,uk,,,,,,,,,$1.86,,,,melrose industries,uk,,,,,,,,,2,,,,0
102939,21427,daseke,usa,$0.27 b,,,,,,,,$6.21,,,,beyondspring,usa,$21.97 m,,,,,,,,$0.56,,,,0
157217,156798,first financial bank,usa,$2.27 b,,,,,,,,$24.02,,,,h&e equipment services,usa,$1.73 b,,,,,,,,$47.85,,,,0
89625,1109,eastside distilling,usa,,,,,,,,,$0.28,,,,healthpeak properties,usa,19.570 billion usd,,,,,thomas m herzog,,,,,,,0
57408,8047,shandong pharmaceutical glass co. ltd,china,,not found,,consumer cyclical pharmaceutical packaging packaging materials glass products,,not found,564 million usd,,,,,,"dongguan aohai technology co., ltd.",china,1.284 billion usd,,,,,,,,,,,,0
158912,3643,butterfly network,usa,$0.54 b,,,,,,,,$2.72,,,,herc holdings,usa,3.953 billion usd,,,,,,,,,,,,0
25583,25415,ryan specialty group,usa,$10.58 b,,,,,,,,$40.66,,,,commerce bancshares,usa,$8.40 b,,,,,,,,$67.08,,,,0
114051,101881,pennantpark floating rate,usa,$0.53 b,,,,,,,,$11.73,,,,douglas dynamics,usa,$0.83 b,,,,,,,,$36.64,,,,0
83153,25395,veeva systems,usa,,,,,,,,,$164.24,,,,alcoa,usa,$8.24 b,,,,,,,,$46.60,,,,0
156037,11596,golden entertainment,usa,$1.10 b,,,,,,,,$38.60,,,,occidental petroleum,usa,,,,,,,,,64,,,,0
11757,10564,arthur j. gallagher & co.,usa,,,,,,,,,192,,,,conx corp.,usa,0.914 billion usd,,,,,,,,,,,,0
5665,5250,yelp,usa,2.833 billion usd,,,,,,,,,,,,abm industries,usa,3.324 billion usd,,,,,,,,,,,,0
167874,86186,tinybuild,usa,$0.22 b,,,,,,,,$1.11,,,,gogo inflight internet,usa,,,,,,,,,$16.15,,,,0
155719,12682,visa,usa,$473.88 b,,,,,,,,$223.78,,,,albertsons,usa,,,,,,,,,21,,,,0
100351,21132,alliance resource partners,usa,$2.72 b,,,,,,,,$21.46,,,,orion energy systems,usa,$70.36 m,,,,,,,,$2.20,,,,0
90949,6394,sany heavy industry co. ltd,china,,,,,industrials,,,600031,,,,,china animal husbandry industry,china,1.502 billion usd,,,,,,,,,,,,0
116105,26516,gates industrial corp,usa,$3.51 b,,,,,,,,$12.46,,,,boeing,usa,$105.19 b,,,,,,,,$176.50,,,,0
167501,57234,burning rock biotech,china,$0.35 b,,,,,,,,$3.36,,,,ccoop group co. ltd,china,,not found,,consumer cyclical retail department stores asset management logistics,,not found,243 million usd,,,,,,0
163768,158485,stifel,usa,$6.56 b,,,,,,,,$61.79,,,,greenlight biosciences,usa,$0.18 b,,,,,,,,$1.20,,,,0
111113,87966,cdw corporation,usa,$25.72 b,,,,,,,,$190.02,,,,beazer homes usa,usa,,,,,,,,,$14.65,,,,0
89487,12973,oragenics,usa,,,,,,,,,$0.14,,,,regal rexnord,usa,,,,,,,,,126,,,,0
26435,26312,daiichi sankyo,japan,$61.84 b,,,,,,,,$32.26,,,,tokio marine,japan,$41.00 b,,,,,,,,$20.41,,,,0
103497,25236,inseego,usa,$0.11 b,,,,,,,,$1.05,,,,bok financial,usa,$6.87 b,,,,,,,,$102.25,,,,0
163874,58224,commercial metals company,usa,$6.10 b,,,,,,,,$52.15,,,,cno financial group,usa,,1979,,financial services insurance,,not found,4100 million usd,,,,,,0
103651,16473,owlet,usa,$76.36 m,,,,,,,,$0.66,,,,bigcommerce,usa,,,,,,,,,8,,,,0
158661,100915,1stdibs.com,usa,$0.23 b,,,,,,,,$5.98,,,,assetmark,usa,$1.80 b,,,,,,,,$24.40,,,,0
111943,15268,xpel,usa,$1.97 b,,,,,,,,$71.61,,,,the bancorp,usa,,,,,,,,,30,,,,0
53566,7961,industrial bank,china,,1988,,financial services banking services,,yiping tao,32492 million usd,,,,,,novoray corporation,china,0.980 billion usd,,,,,,,,,,,,0
88278,25975,vuzix,usa,,,,,,,,,$5.02,,,,citizens financial group,usa,$19.45 b,,,,,,,,$39.50,,,,0
