,table_1,table_2,column_table_1,column_table_2,match_value
66,Silvestri-value.today.json,FR-forbes.json,name,Name,0.7731006
67,Silvestri-value.today.json,FR-forbes.json,revenue_2022,Revenue,0.5476866
68,Silvestri-value.today.json,FR-forbes.json,country,Industry,0.36313826
69,Silvestri-value.today.json,MarScoToc-ambitionbox.com.json,name,Name,0.75566137
70,Silvestri-value.today.json,MarScoToc-ambitionbox.com.json,country,Industry,0.345699
71,Silvestri-value.today.json,MarScoToc-ambitionbox.com.json,ceo,Ownership,0.21548283
72,Silvestri-value.today.json,MarScoToc-ambitionbox.com.json,sector,Headquarter,0.20144647
73,Silvestri-value.today.json,DeBiGa-govuk_bigsize.json,name,name,0.75063133
74,Silvestri-value.today.json,DeBiGa-govuk_bigsize.json,country,company_type,0.23090288
75,Silvestri-value.today.json,DeBiGa-govuk_bigsize.json,revenue_2022,registered_office_address,0.17315869
76,Silvestri-value.today.json,Wissel-info-clipper.com.json,country,Country,0.7832162
77,Silvestri-value.today.json,Wissel-info-clipper.com.json,name,Name,0.77376235
78,Silvestri-value.today.json,GioPonSpiz-disfold.json,country,country,0.8423084
79,Silvestri-value.today.json,GioPonSpiz-disfold.json,sector,sector,0.83955103
80,Silvestri-value.today.json,GioPonSpiz-disfold.json,name,name,0.83285457
81,Silvestri-value.today.json,GioPonSpiz-disfold.json,market_value_jan_2020,marketCap,0.42289662
82,Silvestri-value.today.json,GioPonSpiz-disfold.json,market_value_jan_2021,marketCap,0.42289662
83,Silvestri-value.today.json,GioPonSpiz-disfold.json,market_value_jan_2022,marketCap,0.42289662
84,Silvestri-value.today.json,Silvestri-ft.com.json,country,country,0.87557614
85,Silvestri-value.today.json,Silvestri-ft.com.json,sector,sector,0.87281877
86,Silvestri-value.today.json,Silvestri-ft.com.json,name,name,0.8661223
87,Silvestri-value.today.json,Silvestri-ft.com.json,employees_2022,employees_2020,0.76344377
88,Silvestri-value.today.json,Silvestri-ft.com.json,revenue_2022,revenue_2020,0.74859744
89,Silvestri-value.today.json,Slytherin-value.today.json,country,country,0.823837
90,Silvestri-value.today.json,Slytherin-value.today.json,name,name,0.81438315
91,Silvestri-value.today.json,Slytherin-value.today.json,ceo,ceo,0.8102623
92,Silvestri-value.today.json,Slytherin-value.today.json,revenue_2022,revenue,0.5889691
93,Silvestri-value.today.json,Slytherin-value.today.json,sector,rank,0.2893832
94,Silvestri-value.today.json,IGMM-companiesmarketcap.json,country,country,0.80001336
95,Silvestri-value.today.json,IGMM-companiesmarketcap.json,name,name,0.79055953
96,Silvestri-value.today.json,IGMM-companiesmarketcap.json,market_value_jan_2020,marketcap,0.38060158
97,Silvestri-value.today.json,IGMM-companiesmarketcap.json,market_value_jan_2021,marketcap,0.38060158
98,Silvestri-value.today.json,IGMM-companiesmarketcap.json,market_value_jan_2022,marketcap,0.38060158
99,Silvestri-value.today.json,IGMM-companiesmarketcap.json,sector,rank,0.26555955
100,Silvestri-value.today.json,IGMM-value.today.json,name,name,0.8050946
101,Silvestri-value.today.json,IGMM-value.today.json,ceo,ceo,0.8009738
102,Silvestri-value.today.json,IGMM-value.today.json,country,headquarters country,0.4834087
103,Silvestri-value.today.json,IGMM-value.today.json,market_value_jan_2022,market value (Jan-07-2022),0.47082585
104,Silvestri-value.today.json,IGMM-value.today.json,market_value_jan_2020,market value (Jan 1st 2020),0.46443528
105,Silvestri-value.today.json,IGMM-value.today.json,employees_2022,number of employees,0.42993075
106,Silvestri-value.today.json,IGMM-value.today.json,revenue_2022,annual revenue in USD,0.36644274
107,Silvestri-value.today.json,Slytherin-forbes.com.json,country,country,0.8396364
108,Silvestri-value.today.json,Slytherin-forbes.com.json,name,name,0.83018255
109,Silvestri-value.today.json,Slytherin-forbes.com.json,ceo,ceo,0.8260617
110,Silvestri-value.today.json,Slytherin-forbes.com.json,employees_2022,employees,0.62987804
111,Silvestri-value.today.json,Slytherin-forbes.com.json,revenue_2022,revenue,0.60476846
112,Silvestri-value.today.json,DDD-cbinsight.com.json,country,country,0.78498477
113,Silvestri-value.today.json,DDD-cbinsight.com.json,name,name,0.77553093
114,Silvestri-value.today.json,DDD-cbinsight.com.json,sector,investors,0.28436556
115,Silvestri-value.today.json,FR-valuetoday.json,country,Country,0.84805685
116,Silvestri-value.today.json,FR-valuetoday.json,name,Name,0.838603
117,Silvestri-value.today.json,FR-valuetoday.json,ceo,CEO,0.8344822
118,Silvestri-value.today.json,FR-valuetoday.json,market_value_jan_2020,Market Value,0.5174932
119,Silvestri-value.today.json,FR-valuetoday.json,market_value_jan_2021,Market Value,0.5174932
120,Silvestri-value.today.json,FR-valuetoday.json,market_value_jan_2022,Market Value,0.5174932
121,Silvestri-value.today.json,FR-valuetoday.json,employees_2022,Number of Employees,0.46343917
122,Silvestri-value.today.json,FR-valuetoday.json,sector,IPO Year,0.30067122
123,Silvestri-value.today.json,Avengers-valueToday.json,name,name,0.7628566
124,Silvestri-value.today.json,Avengers-valueToday.json,ceo,ceo,0.7587358
125,Silvestri-value.today.json,Avengers-valueToday.json,country,headquarters_country,0.43053237
126,Silvestri-value.today.json,Avengers-valueToday.json,employees_2022,number_of_employees,0.37825873
127,Silvestri-value.today.json,Avengers-valueToday.json,revenue_2022,annual_revenue_in_usd,0.35123172
128,Silvestri-value.today.json,Slytherin-ft.com.json,country,country,0.81897813
129,Silvestri-value.today.json,Slytherin-ft.com.json,name,name,0.8095243
130,Silvestri-value.today.json,Slytherin-ft.com.json,employees_2022,employees,0.6092198
131,Silvestri-value.today.json,Slytherin-ft.com.json,revenue_2022,revenue,0.58411026
132,Silvestri-value.today.json,GioPonSpiz-valueToday2.json,country,country,0.84661317
133,Silvestri-value.today.json,GioPonSpiz-valueToday2.json,name,name,0.8371594
134,Silvestri-value.today.json,GioPonSpiz-valueToday2.json,ceo,CEO,0.83303857
135,Silvestri-value.today.json,GioPonSpiz-valueToday2.json,market_value_jan_2020,marketValue,0.5253462
136,Silvestri-value.today.json,GioPonSpiz-valueToday2.json,market_value_jan_2021,marketValue,0.5253462
137,Silvestri-value.today.json,GioPonSpiz-valueToday2.json,market_value_jan_2022,marketValue,0.5253462
138,Silvestri-value.today.json,Wissel-gov.uk.json,name,Name,0.7425427
139,Silvestri-value.today.json,Wissel-gov.uk.json,country,Company ID,0.23594682
140,Silvestri-value.today.json,Wissel-gov.uk.json,revenue_2022,Registration Date,0.18835284
141,Silvestri-value.today.json,Avengers-disfold.json,name,name,0.8033227
142,Silvestri-value.today.json,Avengers-disfold.json,ceo,ceo,0.79920185
143,Silvestri-value.today.json,Avengers-disfold.json,employees_2022,employees,0.60301816
144,Silvestri-value.today.json,Avengers-disfold.json,country,headquarters_country,0.4709985
145,Silvestri-value.today.json,Avengers-disfold.json,market_value_jan_2020,market_cap,0.42454123
146,Silvestri-value.today.json,Avengers-disfold.json,market_value_jan_2021,market_cap,0.42454123
147,Silvestri-value.today.json,Avengers-disfold.json,market_value_jan_2022,market_cap,0.42454123
148,Silvestri-value.today.json,GioPonSpiz-wiki.json,sector,Sector,0.79268605
149,Silvestri-value.today.json,GioPonSpiz-wiki.json,name,Name,0.7859896
150,Silvestri-value.today.json,GioPonSpiz-wiki.json,country,Industry,0.3760272
151,Silvestri-value.today.json,FR-followers.json,country,Company,0.30872568
152,Silvestri-value.today.json,FR-followers.json,sector,Twitter,0.18929607
153,Silvestri-value.today.json,DDD-companiesmarketcap.com.json,country,country,0.802998
154,Silvestri-value.today.json,DDD-companiesmarketcap.com.json,name,name,0.7935442
155,Silvestri-value.today.json,DDD-companiesmarketcap.com.json,market_value_jan_2020,marketcap,0.38358623
156,Silvestri-value.today.json,DDD-companiesmarketcap.com.json,market_value_jan_2021,marketcap,0.38358623
157,Silvestri-value.today.json,DDD-companiesmarketcap.com.json,market_value_jan_2022,marketcap,0.38358623
158,Silvestri-value.today.json,DDD-companiesmarketcap.com.json,sector,rank,0.2685442
159,Silvestri-value.today.json,FR-sole24ore.json,name,Unnamed: 1,0.24350213
160,Silvestri-value.today.json,MalPatSaj-wikipedia.org.json,sector,Sector,0.7882598
161,Silvestri-value.today.json,MalPatSaj-wikipedia.org.json,name,Name,0.78156334
162,Silvestri-value.today.json,MalPatSaj-wikipedia.org.json,country,Industry,0.371601
163,Silvestri-value.today.json,Gren-companiesmarketcap.com.json,country,country,0.8125024
164,Silvestri-value.today.json,Gren-companiesmarketcap.com.json,name,name,0.8030486
165,Silvestri-value.today.json,Gren-companiesmarketcap.com.json,market_value_jan_2020,market_capitalization_USD,0.33752912
166,Silvestri-value.today.json,Gren-companiesmarketcap.com.json,market_value_jan_2021,market_capitalization_USD,0.33752912
167,Silvestri-value.today.json,Gren-companiesmarketcap.com.json,market_value_jan_2022,market_capitalization_USD,0.33752912
168,Silvestri-value.today.json,IGMM-cbinsights.json,country,country,0.7738903
169,Silvestri-value.today.json,IGMM-cbinsights.json,sector,selectinvestors,0.34443074
170,Silvestri-value.today.json,IGMM-cbinsights.json,name,valuation,0.21774058
171,Silvestri-value.today.json,DeBiGa-disfold.json,country,country,0.85950583
172,Silvestri-value.today.json,DeBiGa-disfold.json,sector,sector,0.85674846
173,Silvestri-value.today.json,DeBiGa-disfold.json,name,name,0.850052
174,Silvestri-value.today.json,DeBiGa-disfold.json,ceo,ceo,0.8459312
175,Silvestri-value.today.json,DeBiGa-disfold.json,employees_2022,employees,0.6497475
176,Silvestri-value.today.json,DeBiGa-disfold.json,market_value_jan_2020,market_cap,0.47127056
177,Silvestri-value.today.json,DeBiGa-disfold.json,market_value_jan_2021,market_cap,0.47127056
178,Silvestri-value.today.json,DeBiGa-disfold.json,market_value_jan_2022,market_cap,0.47127056
179,Silvestri-value.today.json,MalPatSaj-forbes.com.json,country,Country,0.81233
180,Silvestri-value.today.json,MalPatSaj-forbes.com.json,name,Name,0.8028762
181,Silvestri-value.today.json,MalPatSaj-forbes.com.json,market_value_jan_2020,Market Value,0.48176634
182,Silvestri-value.today.json,MalPatSaj-forbes.com.json,market_value_jan_2021,Market Value,0.48176634
183,Silvestri-value.today.json,MalPatSaj-forbes.com.json,market_value_jan_2022,Market Value,0.48176634
184,Silvestri-value.today.json,MalPatSaj-forbes.com.json,sector,Sales,0.2746504
185,Silvestri-value.today.json,Silvestri-forbes.com.json,revenue_2022,revenue_2022,0.90240455
186,Silvestri-value.today.json,Silvestri-forbes.com.json,country,country,0.8873567
187,Silvestri-value.today.json,Silvestri-forbes.com.json,name,name,0.87790287
188,Silvestri-value.today.json,Silvestri-forbes.com.json,market_value_jan_2022,market_value_apr_2022,0.7582626
189,Silvestri-value.today.json,DeBiGa-wiki.json,name,name,0.7662591
190,Silvestri-value.today.json,DeBiGa-wiki.json,revenue_2022,revenue,0.54084504
191,Silvestri-value.today.json,DeBiGa-wiki.json,employees_2022,number_of_employees,0.38166127
192,Silvestri-value.today.json,DeBiGa-wiki.json,country,industry,0.35629675
193,Silvestri-value.today.json,DeBiGa-wiki.json,sector,services,0.2904188
194,Silvestri-value.today.json,Avengers-companiesMarketCap.json,country,country,0.7992456
195,Silvestri-value.today.json,Avengers-companiesMarketCap.json,name,name,0.78979176
196,Silvestri-value.today.json,Avengers-companiesMarketCap.json,market_value_jan_2020,market_cap,0.4110103
197,Silvestri-value.today.json,Avengers-companiesMarketCap.json,market_value_jan_2021,market_cap,0.4110103
198,Silvestri-value.today.json,Avengers-companiesMarketCap.json,market_value_jan_2022,market_cap,0.4110103
199,Silvestri-value.today.json,Avengers-companiesMarketCap.json,sector,rank,0.2647918
200,Silvestri-value.today.json,Avengers-hitHorizons.json,name,name,0.7469907
201,Silvestri-value.today.json,Avengers-hitHorizons.json,country,industry,0.33702832
202,Silvestri-value.today.json,Avengers-hitHorizons.json,sector,address,0.20029476
203,Silvestri-value.today.json,Avengers-hitHorizons.json,ceo,id,0.17056215
204,Silvestri-value.today.json,FR-disfold.json,name,Name,0.80632085
205,Silvestri-value.today.json,FR-disfold.json,ceo,CEO,0.8022
206,Silvestri-value.today.json,FR-disfold.json,employees_2022,Employees,0.60601634
207,Silvestri-value.today.json,FR-disfold.json,sector,Top Competitor,0.3473923
208,Silvestri-value.today.json,MarScoToc-companiesmarketcap.com.json,country,Country,0.7985205
209,Silvestri-value.today.json,MarScoToc-companiesmarketcap.com.json,name,Name,0.7890667
210,Silvestri-value.today.json,MarScoToc-companiesmarketcap.com.json,sector,Rank,0.2640667
211,Silvestri-value.today.json,MarScoToc-companiesmarketcap.com.json,market_value_jan_2020,Master Cap,0.21840844
212,Silvestri-value.today.json,MarScoToc-companiesmarketcap.com.json,market_value_jan_2021,Master Cap,0.21840844
213,Silvestri-value.today.json,MarScoToc-companiesmarketcap.com.json,market_value_jan_2022,Master Cap,0.21840844
214,Silvestri-value.today.json,DDD-teamblind.com.json,name,name,0.7527905
215,Silvestri-value.today.json,DDD-teamblind.com.json,country,industry,0.34282818
216,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,name,Name,0.7845725
217,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,employees_2022,Employees,0.584268
218,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,revenue_2022,Revenue,0.55915844
219,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,market_value_jan_2020,Marketcap,0.37461454
220,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,market_value_jan_2021,Marketcap,0.37461454
221,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,market_value_jan_2022,Marketcap,0.37461454
222,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,country,Category,0.36032438
223,Silvestri-value.today.json,Wissel-companiesmarketcap.com.json,sector,Shares,0.24856062
224,Silvestri-value.today.json,FR-ft.json,country,Country,0.8143634
225,Silvestri-value.today.json,FR-ft.json,sector,Sector,0.81160605
226,Silvestri-value.today.json,FR-ft.json,name,Name,0.8049096
227,Silvestri-value.today.json,FR-ft.json,revenue_2022,Revenue 2020 (€),0.50431436
228,Silvestri-value.today.json,FR-ft.json,employees_2022,Number of employees 2020,0.4282676
229,Silvestri-value.today.json,FR-famcap_germany.json,sector,Sector,0.7697311
230,Silvestri-value.today.json,FR-famcap_germany.json,employees_2022,Employees,0.56273013
231,Silvestri-value.today.json,FR-famcap_germany.json,revenue_2022,Revenues 2018 $m,0.4207728
232,Silvestri-value.today.json,FR-famcap_germany.json,country,Company,0.35091984
233,Silvestri-value.today.json,FR-famcap_germany.json,name,Website,0.246176
234,Silvestri-value.today.json,MalPatSaj-companiesmarketcap.com.json,country,Country,0.81101954
235,Silvestri-value.today.json,MalPatSaj-companiesmarketcap.com.json,name,Name,0.8015657
236,Silvestri-value.today.json,MalPatSaj-companiesmarketcap.com.json,market_value_jan_2020,MarketCap,0.39160773
237,Silvestri-value.today.json,MalPatSaj-companiesmarketcap.com.json,market_value_jan_2021,MarketCap,0.39160773
238,Silvestri-value.today.json,MalPatSaj-companiesmarketcap.com.json,market_value_jan_2022,MarketCap,0.39160773
239,Silvestri-value.today.json,MalPatSaj-companiesmarketcap.com.json,sector,Symbol,0.26138714
240,Silvestri-value.today.json,FR-company_social_urls.json,country,Company,0.30872568
241,Silvestri-value.today.json,FR-company_social_urls.json,sector,Twitter,0.18929607
242,Silvestri-value.today.json,GioPonSpiz-marketCap2.json,country,country,0.7928995
243,Silvestri-value.today.json,GioPonSpiz-marketCap2.json,name,name,0.78344566
244,Silvestri-value.today.json,GioPonSpiz-marketCap2.json,ceo,codice,0.3443116
245,Silvestri-value.today.json,FR-campaignindia.json,name,BRAND NAME,0.4469677
246,Silvestri-value.today.json,FR-campaignindia.json,market_value_jan_2020,MAIN MARKET,0.33964744
247,Silvestri-value.today.json,FR-campaignindia.json,market_value_jan_2021,MAIN MARKET,0.33964744
248,Silvestri-value.today.json,FR-campaignindia.json,market_value_jan_2022,MAIN MARKET,0.33964744
249,Silvestri-value.today.json,FR-campaignindia.json,country,CATEGORY,0.3351612
250,Silvestri-value.today.json,FR-campaignindia.json,sector,RANK,0.23440933
251,Gren-disfold.com.json,Wissel-ariregister.rik.ee.json,name,Name,0.7664843
252,Gren-disfold.com.json,Wissel-ariregister.rik.ee.json,country,Code_y,0.3677385
253,Gren-disfold.com.json,Wissel-ariregister.rik.ee.json,stock,Status,0.32581615
254,Gren-disfold.com.json,Wissel-ariregister.rik.ee.json,market_capitalization_USD,Capital,0.3147139
255,Gren-disfold.com.json,Wissel-ariregister.rik.ee.json,industry,ID,0.24697885
256,Gren-disfold.com.json,MalPatSaj-disfold.com.json,industry,Industry,0.91908455
257,Gren-disfold.com.json,MalPatSaj-disfold.com.json,country,Country,0.9166336
258,Gren-disfold.com.json,MalPatSaj-disfold.com.json,sector,Sector,0.91387624
259,Gren-disfold.com.json,MalPatSaj-disfold.com.json,stock,Stock,0.9107512
260,Gren-disfold.com.json,MalPatSaj-disfold.com.json,name,Name,0.9071798
261,Gren-disfold.com.json,MalPatSaj-disfold.com.json,market_capitalization_USD,MarketCap,0.5060729
262,Gren-disfold.com.json,DDD-ft.com.json,country,country,0.814752
263,Gren-disfold.com.json,DDD-ft.com.json,sector,sector,0.8119946
264,Gren-disfold.com.json,DDD-ft.com.json,name,name,0.80529815
265,Gren-disfold.com.json,DeBiGa-globaldata.json,industry,industry,0.8127117
266,Gren-disfold.com.json,DeBiGa-globaldata.json,name,name,0.80080694
267,Gren-disfold.com.json,DeBiGa-globaldata.json,market_capitalization_USD,market_cap,0.49715233
268,Gren-disfold.com.json,DeBiGa-globaldata.json,stock,address,0.2606284
269,Gren-disfold.com.json,IGMM-disfold.json,industry,industry,0.83831537
270,Gren-disfold.com.json,IGMM-disfold.json,country,country,0.8358644
271,Gren-disfold.com.json,IGMM-disfold.json,sector,sector,0.8331071
272,Gren-disfold.com.json,IGMM-disfold.json,name,name,0.82641065
273,Gren-disfold.com.json,IGMM-disfold.json,market_capitalization_USD,marketcap,0.42530373
274,Gren-disfold.com.json,IGMM-disfold.json,stock,rank,0.32759482
275,Gren-disfold.com.json,IGMM-disfold.json,stock,link,0.32759482
276,Gren-disfold.com.json,Gren-value.today.json,name,name,0.78024185
277,Gren-disfold.com.json,Gren-value.today.json,market_capitalization_USD,market_capitalization_2022,0.6739541
278,Gren-disfold.com.json,Gren-value.today.json,country,headquarters_country,0.44791764
279,Gren-disfold.com.json,Gren-value.today.json,sector,employees_number,0.20560819
280,Gren-disfold.com.json,Silvestri-disfold.com.json,country,country,0.9076048
281,Gren-disfold.com.json,Silvestri-disfold.com.json,sector,sector,0.9048475
282,Gren-disfold.com.json,Silvestri-disfold.com.json,stock,stock,0.90172243
283,Gren-disfold.com.json,Silvestri-disfold.com.json,name,name,0.89815104
284,Gren-disfold.com.json,Silvestri-disfold.com.json,market_capitalization_USD,market_value_apr_2022,0.43263155
285,Gren-disfold.com.json,Gren-ft.com.json,country,country,0.8279183
286,Gren-disfold.com.json,Gren-ft.com.json,sector,sector,0.8251609
287,Gren-disfold.com.json,Gren-ft.com.json,name,name,0.81846446
288,Gren-disfold.com.json,MarScoToc-disfold.com.json,industry,Industry,0.90035886
289,Gren-disfold.com.json,MarScoToc-disfold.com.json,country,Country,0.8979079
290,Gren-disfold.com.json,MarScoToc-disfold.com.json,sector,Sector,0.89515054
291,Gren-disfold.com.json,MarScoToc-disfold.com.json,name,Name,0.8884541
292,Gren-disfold.com.json,MarScoToc-disfold.com.json,market_capitalization_USD,MasterCap,0.34504697
293,Gren-disfold.com.json,MarScoToc-wikipedia.org.json,industry,Industry,0.81773883
294,Gren-disfold.com.json,MarScoToc-wikipedia.org.json,name,Name,0.80583405
295,Gren-disfold.com.json,MarScoToc-wikipedia.org.json,stock,headQuarters,0.23810562
296,Gren-disfold.com.json,Slytherin-disfold.com.json,name,name,0.77845347
297,Gren-disfold.com.json,Slytherin-disfold.com.json,market_capitalization_USD,market_cap,0.47479883
298,Gren-disfold.com.json,Slytherin-disfold.com.json,stock,link,0.27963763
299,Gren-disfold.com.json,Slytherin-disfold.com.json,country,ceo,0.2534535
300,Gren-disfold.com.json,FR-forbes.json,industry,Industry,0.8220198
301,Gren-disfold.com.json,FR-forbes.json,name,Name,0.810115
302,Gren-disfold.com.json,FR-forbes.json,market_capitalization_USD,Location,0.27967322
303,Gren-disfold.com.json,MarScoToc-ambitionbox.com.json,industry,Industry,0.8169468
304,Gren-disfold.com.json,MarScoToc-ambitionbox.com.json,name,Name,0.805042
305,Gren-disfold.com.json,MarScoToc-ambitionbox.com.json,market_capitalization_USD,Foundation Year,0.2517953
306,Gren-disfold.com.json,MarScoToc-ambitionbox.com.json,sector,Headquarter,0.25082713
307,Gren-disfold.com.json,DeBiGa-govuk_bigsize.json,name,name,0.76291317
308,Gren-disfold.com.json,DeBiGa-govuk_bigsize.json,country,company_type,0.24318473
309,Gren-disfold.com.json,DeBiGa-govuk_bigsize.json,market_capitalization_USD,company_creation_date,0.22224219
310,Gren-disfold.com.json,Wissel-info-clipper.com.json,country,Country,0.8139852
311,Gren-disfold.com.json,Wissel-info-clipper.com.json,name,Name,0.80453134
312,Gren-disfold.com.json,Wissel-info-clipper.com.json,industry,INDEX,0.40578553
313,Gren-disfold.com.json,Wissel-info-clipper.com.json,stock,State,0.36762664
314,Gren-disfold.com.json,Wissel-info-clipper.com.json,market_capitalization_USD,Location type,0.2571176
315,Gren-disfold.com.json,GioPonSpiz-disfold.json,industry,industry,0.9320175
316,Gren-disfold.com.json,GioPonSpiz-disfold.json,country,country,0.92956656
317,Gren-disfold.com.json,GioPonSpiz-disfold.json,sector,sector,0.9268092
318,Gren-disfold.com.json,GioPonSpiz-disfold.json,stock,stock,0.9236842
319,Gren-disfold.com.json,GioPonSpiz-disfold.json,name,name,0.9201127
320,Gren-disfold.com.json,GioPonSpiz-disfold.json,market_capitalization_USD,marketCap,0.51900584
321,Gren-disfold.com.json,Silvestri-ft.com.json,country,country,0.82909155
322,Gren-disfold.com.json,Silvestri-ft.com.json,sector,sector,0.8263342
323,Gren-disfold.com.json,Silvestri-ft.com.json,name,name,0.8196377
324,Gren-disfold.com.json,Slytherin-value.today.json,industry,industry,0.83417714
